id,name,value,units_of_measurement,timestamp
6348,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18943,Kilobytes,2017-04-22 17:33:54.787 GMT+01:00
6365,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18911,Kilobytes,2017-04-22 17:34:54.808 GMT+01:00
6382,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18903,Kilobytes,2017-04-22 17:35:54.822 GMT+01:00
6400,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18944,Kilobytes,2017-04-22 17:36:54.844 GMT+01:00
6417,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18920,Kilobytes,2017-04-22 17:37:54.871 GMT+01:00
6434,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18928,Kilobytes,2017-04-22 17:38:54.890 GMT+01:00
6451,RAM Usage - pid 11270 - pt.uc.student.aclima.device_agent,18954,Kilobytes,2017-04-22 17:39:54.911 GMT+01:00
6482,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18301,Kilobytes,2017-04-22 17:41:55.333 GMT+01:00
6499,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18380,Kilobytes,2017-04-22 17:42:55.323 GMT+01:00
6516,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18443,Kilobytes,2017-04-22 17:43:55.335 GMT+01:00
6533,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18465,Kilobytes,2017-04-22 17:44:55.363 GMT+01:00
6550,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18473,Kilobytes,2017-04-22 17:45:55.379 GMT+01:00
6568,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18483,Kilobytes,2017-04-22 17:46:55.406 GMT+01:00
6585,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18605,Kilobytes,2017-04-22 17:47:55.409 GMT+01:00
6602,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18614,Kilobytes,2017-04-22 17:48:55.440 GMT+01:00
6619,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18748,Kilobytes,2017-04-22 17:49:55.442 GMT+01:00
6636,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18693,Kilobytes,2017-04-22 17:50:55.473 GMT+01:00
6653,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18670,Kilobytes,2017-04-22 17:51:55.483 GMT+01:00
6671,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18727,Kilobytes,2017-04-22 17:52:55.531 GMT+01:00
6688,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18739,Kilobytes,2017-04-22 17:53:55.552 GMT+01:00
6705,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18743,Kilobytes,2017-04-22 17:54:55.571 GMT+01:00
6722,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18759,Kilobytes,2017-04-22 17:55:55.587 GMT+01:00
6740,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18815,Kilobytes,2017-04-22 17:56:55.607 GMT+01:00
6757,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18787,Kilobytes,2017-04-22 17:57:55.620 GMT+01:00
6774,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18815,Kilobytes,2017-04-22 17:58:55.651 GMT+01:00
6791,RAM Usage - pid 4627 - pt.uc.student.aclima.device_agent,18819,Kilobytes,2017-04-22 17:59:55.668 GMT+01:00
